Objeto,Tipo,Propiedad,Modificacion,Check,Chutado,Otro
AutoLocalidad,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoMant,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoMantServ,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoMantServD,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
AutorizacionesUsuarioDescuentoMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
AutoRol,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoRolCargo,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoRuta,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoRutaD,Table,NativoDesde3100,IgualDesde3100,0,0,
AutoServicio,Table,NativoDesde3100,IgualDesde3100,0,0,
AuxAsistenciaHE,Table,NativoDesde5000,NativoDesde5000,0,0,
AuxCtaOperativaManual,Table,SoloDeMavi,SoloDeMavi,0,0,
Auxiliar,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
AuxiliarActivoFijo,Table,NativoDesde5000,NativoDesde5000,0,0,
AuxiliarAlterno,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
AuxiliaresContaSAT,Table,SoloDeMavi,SoloDeMavi,0,0,
AuxiliarMESU,Table,NativoDesde5000,NativoDesde5000,0,0,
AuxiliarP,Table,SoloDeMavi,SoloDeMavi,0,0,
AuxiliarPMon,Table,NativoDesde5000,NativoDesde5000,0,0,
AuxiliarR,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
AuxiliarRU,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
AuxiliarU,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
AuxiliarUGral,View,NativoDesde5000,NativoDesde5000,0,0,
AuxiliarUWMS,Table,NativoDesde5000,NativoDesde5000,0,0,
AuxiliarValeSerie,Table,NativoDesde3100,IgualDesde3100,0,0,
Avalados,Table,SoloDeMavi,SoloDeMavi,0,0,
AVALES,Table,SoloDeMavi,SoloDeMavi,0,0,
AvalesNoEnviarMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
BackOrderLog,Table,NativoDesde3100,IgualDesde3100,0,0,
BancoSucursal,Table,NativoDesde3100,IgualDesde3100,0,0,
BandejaEntrada,Table,NativoDesde3100,IgualDesde3100,0,0,
BanderaMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
BaseCalculoRubroFiscal,Table,NativoDesde5000,NativoDesde5000,0,0,
BaseNominaMayHistMAVI,Table,SoloDeMavi,SoloDeMavi,0,0,
BasesDeCalculo,Table,NativoDesde5000,NativoDesde5000,0,0,
Beneficiario,Table,NativoDesde3100,IgualDesde3100,0,0,
BeneficiarioNombre,Table,NativoDesde3100,IgualDesde3100,0,0,
BitacoraCtasInst,Table,SoloDeMavi,SoloDeMavi,0,0,
Blocked,Table,SoloDeMavi,SoloDeMavi,0,0,
Bloqueo,Table,NativoDesde3100,IgualDesde3100,0,0,
BonifSIMavi,Table,EnProduccionYNativo5000,Ambos,1,0,
BonifSIMaviCob,Table,SoloDeMavi,SoloDeMavi,0,0,
BonoMensualTMKMAVI,Table,SoloDeMavi,SoloDeMavi,0,0,
bpFacturasMostrador,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
BPlan,Table,NativoDesde3100,IgualDesde3100,0,0,
BPlanAsisteGas,Table,NativoDesde3100,IgualDesde3100,0,0,
BPlanAsisteInv,Table,NativoDesde3100,IgualDesde3100,0,0,
BPlanAsisteNom,Table,NativoDesde3100,IgualDesde3100,0,0,
BuroCreditoMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
BuroCtasyanoenviar,Table,SoloDeMavi,SoloDeMavi,0,0,
BuroDeCreditoHuella,Table,SoloDeMavi,SoloDeMavi,0,0,
BuroSIMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
cActivoFijoD,View,NativoDesde3100,IgualDesde3100,0,0,
cAgentD,View,NativoDesde3100,IgualDesde3100,0,0,
CaidaContableBalance,Table,SoloDeMavi,SoloDeMavi,0,0,
CalculoMoratoriosExMAVI,Table,EnProduccionYNativo5000,,0,0,
Calendario,Table,NativoDesde3100,IgualDesde3100,0,0,
CalendarioTipoEvento,Table,NativoDesde3100,IgualDesde3100,0,0,
CalificacionCartera,Table,NativoDesde3100,IgualDesde3100,0,0,
CalificacionTipo,Table,NativoDesde3100,IgualDesde3100,0,0,
CalificacionTipoD,Table,NativoDesde3100,IgualDesde3100,0,0,
Cambio,Table,NativoDesde3100,IgualDesde3100,0,0,
CambioAcum,Table,NativoDesde3100,IgualDesde3100,0,0,
CambioAcumFinal,View,NativoDesde3100,IgualDesde3100,0,0,
CambioAcumFinalMN,View,NativoDesde3100,IgualDesde3100,0,0,
CambioBitacora,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CambioC,Table,NativoDesde3100,IgualDesde3100,0,0,
CambioCont,View,NativoDesde3100,IgualDesde3100,0,0,
CambioD,Table,NativoDesde3100,IgualDesde3100,0,0,
CambioExportacion,View,NativoDesde5000,NativoDesde5000,0,0,
cambiosCategoriaCteenviara,Table,SoloDeMavi,SoloDeMavi,0,0,
Campana,Table,NativoDesde3100,CambioSoloMavi,0,1,CambioMavi
CampanaAM,Table,NativoDesde5000,NativoDesde5000,0,0,
CampanaC,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaCfgCorreo,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaCfgSituacion,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CampanaCorreo,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaD,Table,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
CampanaDTemp,Table,NativoDesde5000,NativoDesde5000,0,0,
CampanaEncuesta,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaEvento,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CampanaExportacion,View,NativoDesde5000,NativoDesde5000,0,0,
CampanaMovilCfg,Table,NativoDesde5000,NativoDesde5000,0,0,
CampanasMonederoArtTemp,Table,SoloDeMavi,SoloDeMavi,0,0,
CampanasMonederoFamTemp,Table,SoloDeMavi,SoloDeMavi,0,0,
CampanasMonederoLinTemp,Table,SoloDeMavi,SoloDeMavi,0,0,
CampanasMonederoTemp,Table,SoloDeMavi,SoloDeMavi,0,0,
CampanaTarea,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaTipo,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaTipoCalificacion,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaTipoCargo,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaTipoEncuesta,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaTipoEncuestaLista,Table,NativoDesde3100,IgualDesde3100,0,0,
CampanaTipoSituacion,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CampanaTipoSituacionTarea,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CampanaTipoSubSituacion,Table,NativoDesde5000,NativoDesde5000,0,0,
CampaniasRepMAVI,Table,SoloDeMavi,SoloDeMavi,0,0,
CampoExtra,Table,NativoDesde3100,IgualDesde3100,0,0,
CampoExtraAyudaLista,Table,NativoDesde3100,IgualDesde3100,0,0,
CanalesVenta,Table,SoloDeMavi,SoloDeMavi,0,0,
Capital,Table,NativoDesde3100,IgualDesde3100,0,0,
CapitalC,Table,NativoDesde3100,IgualDesde3100,0,0,
CapitalD,Table,NativoDesde3100,IgualDesde3100,0,0,
CapitalExportacion,View,NativoDesde5000,NativoDesde5000,0,0,
Captura,Table,NativoDesde5000,NativoDesde5000,0,0,
CapturaC,Table,NativoDesde5000,NativoDesde5000,0,0,
CapturaCatalogo,Table,NativoDesde5000,NativoDesde5000,0,0,
CapturaD,Table,NativoDesde5000,NativoDesde5000,0,0,
CargaCta,Table,NativoDesde3100,IgualDesde3100,0,0,
CargaCtaD,Table,NativoDesde3100,IgualDesde3100,0,0,
CargaCtaMapa,Table,NativoDesde3100,IgualDesde3100,0,0,
Cargo,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cAsisteD,View,NativoDesde3100,IgualDesde3100,0,0,
Cat,Table,NativoDesde3100,IgualDesde3100,0,0,
Catalogo,Table,NativoDesde3100,IgualDesde3100,0,0,
catalogo_propiedad,Table,SoloDeMavi,SoloDeMavi,0,0,
catalogo_valores_posibles,Table,SoloDeMavi,SoloDeMavi,0,0,
CatalogoD,Table,NativoDesde3100,IgualDesde3100,0,0,
CatalogoGrupo,Table,NativoDesde3100,IgualDesde3100,0,0,
CatD,Table,NativoDesde3100,IgualDesde3100,0,0,
CatDBoton,Table,NativoDesde3100,IgualDesde3100,0,0,
CatDBotonExtra,Table,NativoDesde3100,IgualDesde3100,0,0,
CatRetenciones,Table,NativoDesde5000,NativoDesde5000,0,0,
Causa,Table,NativoDesde3100,IgualDesde3100,0,0,
CausaCat,Table,NativoDesde3100,IgualDesde3100,0,0,
CB,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cCambioD,View,NativoDesde3100,IgualDesde3100,0,0,
cCampanaD,View,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cCapitalD,View,NativoDesde3100,IgualDesde3100,0,0,
cCapturaD,View,NativoDesde5000,NativoDesde5000,0,0,
ccfixIndexes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
cCompraD,View,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
cConciliacionD,View,NativoDesde3100,IgualDesde3100,0,0,
cContD,View,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cContParalelaD,View,NativoDesde5000,NativoDesde5000,0,0,
cCorteDConsulta,View,NativoDesde5000,NativoDesde5000,0,0,
cCorteDReporte,View,NativoDesde5000,NativoDesde5000,0,0,
cCPArt,View,NativoDesde5000,NativoDesde5000,0,0,
cCPCal,View,NativoDesde5000,NativoDesde5000,0,0,
cCPD,View,NativoDesde5000,NativoDesde5000,0,0,
cCRAgente,View,NativoDesde3100,IgualDesde3100,0,0,
cCRCaja,View,NativoDesde3100,IgualDesde3100,0,0,
cCRCobro,View,NativoDesde3100,IgualDesde3100,0,0,
cCRInvFisico,View,NativoDesde3100,IgualDesde3100,0,0,
cCRSoporte,View,NativoDesde3100,IgualDesde3100,0,0,
cCRTrans,View,NativoDesde3100,IgualDesde3100,0,0,
cCRVenta,View,NativoDesde3100,IgualDesde3100,0,0,
cCxcD,View,NativoDesde3100,IgualDesde3100,0,0,
cCxpD,View,NativoDesde3100,IgualDesde3100,0,0,
cDineroD,View,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cEmbarqueD,View,NativoDesde3100,IgualDesde3100,0,0,
Centro,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CentroCostos,Table,NativoDesde3100,CambioSoloMavi,0,1,CambioMavi
CentroCostos2,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos2Empresa,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos2Sucursal,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos2Usuario,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos3,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos3Empresa,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos3Sucursal,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostos3Usuario,Table,NativoDesde5000,NativoDesde5000,0,0,
CentroCostosAreaMotora,Table,SoloDeMavi,SoloDeMavi,0,0,
CentroCostosEmpresa,Table,NativoDesde3100,IgualDesde3100,0,0,
CentroCostosSucursal,Table,NativoDesde3100,IgualDesde3100,0,0,
CentroCostosUsuario,Table,NativoDesde3100,IgualDesde3100,0,0,
CentroMovimiento,Table,NativoDesde3100,IgualDesde3100,0,0,
CentroTarifa,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CentroTipo,Table,NativoDesde3100,IgualDesde3100,0,0,
CerrarPeriodo,Table,NativoDesde3100,IgualDesde3100,0,0,
CFD,Table,NativoDesde3100,AmbosSinConflictos,CambioIntelisis,1,CambioMavi
CFD_QR_Code,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDConcentrado,View,SoloDeMavi,SoloDeMavi,0,0,
CFDCorteCxc,View,NativoDesde5000,NativoDesde5000,0,0,
CFDCorteD,View,NativoDesde5000,NativoDesde5000,0,0,
CFDCxc,View,EnProduccionYNativo5000,Ambos,1,0,
CFDCxcCadenaOriginal,View,EnProduccionYNativo5000,,0,0,
CFDCxcDetalle,View,EnProduccionYNativo5000,Ambos,1,0,
CFDCxcFiscalRegimen,View,EnProduccionYNativo5000,,0,0,
CFDCxcImpuestoFacturaAnticipo,View,SoloDeMavi,SoloDeMavi,0,0,
CFDCXCMovImpuesto,View,EnProduccionYNativo5000,Ambos,1,0,
CFDCXCMovRetencion,View,EnProduccionYNativo5000,Ambos,1,0,
CFDEgreso,Table,SoloDeMavi,SoloDeMavi,0,0,
CFDEnviar,Table,NativoDesde3100,IgualDesde3100,0,0,
CFDExternoVenta,View,NativoDesde5000,NativoDesde5000,0,0,
CFDExternoVentaD,View,NativoDesde5000,NativoDesde5000,0,0,
CFDExternoVentaDMovImpuesto,View,NativoDesde5000,NativoDesde5000,0,0,
CFDExternoVentaMovImpuesto,View,NativoDesde5000,NativoDesde5000,0,0,
CFDExternoVentaSerieLoteMov,View,NativoDesde5000,NativoDesde5000,0,0,
CFDExtVenta,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDExtVentaD,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDExtVentaDMovImpuesto,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDExtVentaMovImpuesto,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDExtVentaSerieLoteMov,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDFlex,View,EnProduccionYNativo5000,Ambos,1,0,
CFDFlexAyuda,Table,EnProduccionYNativo5000,Ambos,1,0,
CFDFlexConcepto,Table,EnProduccionYNativo5000,Ambos,1,0,
CFDFLexContratoAspel,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDFlexPendiente,View,NativoDesde5000,NativoDesde5000,0,0,
CFDFlexPerfilDBMail,Table,EnProduccionYNativo5000,Ambos,1,0,
CFDFlexsesion,Table,EnProduccionYNativo5000,,0,0,
CFDFlexTemp,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDFolio,Table,NativoDesde3100,IgualDesde3100,0,0,
CFDIEnajenacionGastoComplemento,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDILog,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINomina,View,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaConcepto,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaConceptoLista,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaDatosMov,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaHoraExtra,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaIncapacidad,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaInstitucionFin,Table,EnProduccionYNativo5000,,0,0,
CFDINominaMov,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaPercepcionDeduccion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaRecibo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaRetencion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaRiesgoPuesto,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaSATInstitucionFin,Table,EnProduccionYNativo5000,Ambos,1,0,
CFDINominaSATTipoRegimen,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaTipoDeduccion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaTipoPercepcion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaVersion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaXMLCampo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaXMLPlantilla,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDINominaXMLXSD,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDInvalido,Table,SoloDeMavi,SoloDeMavi,0,0,
CFDIRetencion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionArt,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionCalc,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionCalcTmp,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionCfg,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionCompXMLCampo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionCompXMLPlantilla,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionCompXMLXSD,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionConcepto,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionD,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionDividendoCalc,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionEnajenacionAccionesCalc,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionExtranjeroCalc,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionImpuestoD,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionImpuestoTipo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionInteresesCalc,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionMovClaveCXPP,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionPais,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionPaisEstado,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionProv,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionProvPeriodo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionXMLCampo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionXMLPlantilla,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetencionXMLXSD,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetFiscalRegimen,View,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetGastoAdicion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetGastoComplemento,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetPagoAdicion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetPagoClave,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetPagoConciliado,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetPagoExcepcion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATDividendo,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATEstado,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATIntereses,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATPais,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATRetencion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATTipoContribuyente,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDIRetSATTipoImpuesto,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDNomina,Table,EnProduccionYNativo5000,Ambos,1,0,
CFDNominaCancelado,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDPedimentosSinTerceros,View,NativoDesde5000,NativoDesde5000,0,0,
CFDPedimentosSinTercerosCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDReportBuilderLog,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDReporteMensual,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDRetencion,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDRetencionCancelado,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDSerieLoteMovTerceros,View,NativoDesde5000,NativoDesde5000,0,0,
CFDSerieLoteMovTercerosCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDSorianaArtCajaTarima,View,EnProduccionYNativo5000,Ambos,1,0,
CFDSorianaArticulos,View,EnProduccionYNativo5000,Ambos,1,0,
CFDSorianaCajaTarima,View,EnProduccionYNativo5000,Ambos,1,0,
CFDSorianaPedidos,View,EnProduccionYNativo5000,Ambos,1,0,
CFDSugerir,Table,SoloDeMavi,SoloDeMavi,0,0,
CFDSugerirD,Table,SoloDeMavi,SoloDeMavi,0,0,
CFDTercerosImpGral,View,NativoDesde5000,NativoDesde5000,0,0,
CFDTercerosImpGralCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDValido,Table,SoloDeMavi,SoloDeMavi,0,0,
CFDValidoMov,Table,SoloDeMavi,SoloDeMavi,0,0,
CFDValidoMovLista,View,SoloDeMavi,SoloDeMavi,0,0,
CFDVenta,View,EnProduccionYNativo5000,Ambos,1,0,
CFDVentaCadenaOriginal,View,EnProduccionYNativo5000,,0,0,
CFDVentaD,View,EnProduccionYNativo5000,Ambos,1,0,
CFDVentaD2,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDCte,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDescuentofdgt,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDExt,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDfdgt,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDMovImpTerceros,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDMovImpTercerosCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDMovImpuesto,View,EnProduccionYNativo5000,Ambos,1,0,
CFDVentaDMovRetTerceros,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDMovRetTercerosCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDPOS,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDProv,Table,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDTerceros,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDTercerosCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDTercerosImp,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDTercerosImpCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDTercerosRet,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaDTercerosRetCte,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentafdgt,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaFiscalRegimen,View,EnProduccionYNativo5000,,0,0,
CFDVentaINE,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaMovImpuesto,View,EnProduccionYNativo5000,Ambos,1,0,
CFDVentaMovImpuestoEst,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaMovImpuestofdgt,View,NativoDesde5000,NativoDesde5000,0,0,
CFDVentaMovRetencion,View,EnProduccionYNativo5000,Ambos,1,0,
CFDVentaPedimento,View,EnProduccionYNativo5000,Ambos,1,0,
CFDVentaSerieLoteMov,View,EnProduccionYNativo5000,,0,0,
CfgAnexarMov,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgAplicaOrden,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgCRM,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgCuentasContablesCondImpuesto1,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgCuentasContablesImpuesto1,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgECollaborationMov,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgEstatusConsecutivoDuplicado,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgLista,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgListaD,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgModuloCentralAccion,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgModuloCentralReplica,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgModuloCentralReplicaTabla,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgMovFlujo,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgMovProy,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CfgNominaConcepto,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CfgNominaConceptoMov,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgPersonal,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgPoliticaPreciosMov,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CfgRegHist,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgRegHistCampo,Table,NativoDesde5000,NativoDesde5000,0,0,
CfgRegistro,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgRegistroCuenta,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgSistemaDetallista,Table,NativoDesde3100,IgualDesde3100,0,0,
CfgWeb,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
CfgWMSMov,Table,NativoDesde3100,IgualDesde3100,0,0,
cFiscalD,View,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cFormaExtraD,View,NativoDesde3100,IgualDesde3100,0,0,
cGastoD,View,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
cGestionAgenda,View,NativoDesde5000,NativoDesde5000,0,0,
cGestionPara,View,NativoDesde5000,NativoDesde5000,0,0,
cGestionRecurso,View,NativoDesde5000,NativoDesde5000,0,0,
ChryslerTBADLPP,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTBC,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTBPF,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTCPPC,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTCS,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTDOC,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTEDVD,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTL,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTOV,Table,NativoDesde3100,IgualDesde3100,0,0,
ChryslerTPC,Table,NativoDesde3100,IgualDesde3100,0,0,
cInvD,View,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
cInvDWMS,View,NativoDesde5000,NativoDesde5000,0,0,
cISLD,View,NativoDesde5000,NativoDesde5000,0,0,
Ciudades,Table,NativoDesde5000,NativoDesde5000,0,0,
Clase,Table,NativoDesde3100,IgualDesde3100,0,0,
ClaseProrrateo,Table,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
ClaseTarea,Table,NativoDesde3100,IgualDesde3100,0,0,
ClavePresupuestal,Table,NativoDesde5000,NativoDesde5000,0,0,
ClavePresupuestalCatalogo,Table,NativoDesde5000,NativoDesde5000,0,0,
ClavePresupuestalCatalogoTipo,Table,NativoDesde5000,NativoDesde5000,0,0,
ClienteExpressMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
ClienteNoEnviarMavi,Table,SoloDeMavi,SoloDeMavi,0,0,
cModuloExtra01D,View,NativoDesde5000,NativoDesde5000,0,0,
cNominaD,View,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
Cob_Fichas_CuotasAvance,Table,SoloDeMavi,SoloDeMavi,0,0,
COB_FICHAS_CUOTASPORFACTURA,Table,SoloDeMavi,SoloDeMavi,0,0,
COB_FICHAS_HISTORIAL,Table,SoloDeMavi,SoloDeMavi,0,0,
CoberturaMAVI,Table,SoloDeMavi,SoloDeMavi,0,0,
Cobrador,Table,NativoDesde3100,IgualDesde3100,0,0,
CobroFechaDispersion,Table,SoloDeMavi,SoloDeMavi,0,0,
CobrosxPadre,Table,EnProduccionYNativo5000,,0,0,
CobroXPoliticaHistMAVI,Table,EnProduccionYNativo5000,,0,0,
